,omid,openalex_id,type
8900,meta:br/06801728531,W2075163141 W4302234963,journal article
404,meta:br/062101868992,W2075169800 W169288830,journal article
2827,meta:br/06240846461,W2075208903 W3132792894,journal article
6087,meta:br/06403293785,W2075215786 W2765684173,journal article
2741,meta:br/06240579787,W2075328166 W4242849824,journal article
15383,meta:br/061801060378,W2075488676 W2963979729,journal article
13235,meta:br/06150228515,W2075525081 W4249424126,journal article
12977,meta:br/061501873843,W2075547651 W2470297505,journal article
11083,meta:br/06120986705,W2075555373 W2054777247,journal article
5581,meta:br/0638026566,W2075600818 W4250547655,journal article
6096,meta:br/06403294093,W2075823321 W3024026036,journal article
15839,meta:br/06102441753,W2075895797 W4237273902,journal article
14598,meta:br/06170441627,W2075962429 W3213953885,journal article
11405,meta:br/061302145635,W2076004579 W1614920450,journal article
5608,meta:br/06401122246,W2076072815 W4238256580,journal article
15832,meta:br/061803102016,W2076074086 W3217501079,journal article
3355,meta:br/062502549407,W2076285606 W4300303282,proceedings article
15402,meta:br/061801060236,W2076298304 W2100670108,journal article
15924,meta:br/06102483204,W2076311811 W1963014310,journal article
4274,meta:br/061101558921,W2076318402 W2769180637,journal article
16262,meta:br/061901525816,W2076402056 W4302603178,journal article
11891,meta:br/061401495688,W2076402147 W3083224374,journal article
16213,meta:br/061901113938,W2076441747 W4249703967,journal article
3541,meta:br/06250763523,W2076510057 W4230977374,journal article
407,meta:br/062101869001,W207651366 W2098821619,journal article
15420,meta:br/061801103334,W2076554635 W4255730616,journal article
6782,meta:br/06502958092,W2076567726 W4302556925,proceedings article
11849,meta:br/061401200410,W2076653643 W4248238403,journal article
7493,meta:br/06602551484,W2076729207 W2407830811,journal article
4870,meta:br/06302319657,W2076825319 W4301315935,book
6014,meta:br/0640272654,W2076962584 W4232053735,journal article
13880,meta:br/061602183807,W2077031335 W2604870647,journal article
11101,meta:br/061301112477,W2077104498 W2405293700,journal article
11399,meta:br/061302145830,W2077192115 W3215666461,journal article
4654,meta:br/06301811843,W2077434663 W2107860697,journal article
15800,meta:br/061802673398,W2077482408 W2156200889,journal article
13282,meta:br/061502704023,W2077500033 W4237732541,journal article
10906,meta:br/06120482297,W2077700953 W2168933409,journal article
11305,meta:br/061302018924,W2077706427 W2126789041,journal article
15310,meta:br/061801060396,W2077763273 W2127182757,journal article
3625,meta:br/06260138500,W2077768871 W2083787774,journal article
9837,meta:br/06901612305,W2078127655 W2145432622,journal article
17688,meta:br/062045377,W2078177623 W4288626038,book
4945,meta:br/06302425775,W2078210040 W1603832116,journal article
15385,meta:br/061801060258,W2078464918 W1546148272,journal article
3521,meta:br/06250528753,W2078567977 W4232560030,journal article
15930,meta:br/06102483105,W2078595874 W1527026184,journal article
10563,meta:br/061201865594,W2078862711 W140255505,journal article
3893,meta:br/062602114236,W2078940560 W1584646898,journal article
3429,meta:br/062502686708,W2079035539 W4247029816,journal article
5092,meta:br/06302629654,W2079063227 W4299148887,book
11159,meta:br/061301697054,W2079075440 W4247381746,journal article
11899,meta:br/061401565356,W2079204047 W4256043584,journal article
1668,meta:br/062301252722,W2079375700 W2771044862,journal article
15637,meta:br/061801944185,W2079394264 W4301262012,book
620,meta:br/062102716169,W2079489449 W4240856930,journal article
4956,meta:br/06302455314,W2079622863 W3197717587,journal article
9029,meta:br/0680197773,W2079794914 W4231469965,journal article
5099,meta:br/06302634240,W2079852644 W4289258260,journal article
6452,meta:br/0640973772,W2079896991 W2416916183,journal article
7686,meta:br/06602860078,W208002965 W3211262768,journal article
3550,meta:br/06250822818,W2080032567 W3023511955,journal article
17360,meta:br/06203263890,W2080037520 W2935982931,journal article
8647,meta:br/0670693578,W2080095579 W2610978948,journal article
12607,meta:br/06140344729,W2080131695 W4298265466,journal article
3887,meta:br/062602114122,W2080202943 W1483408131,journal article
3146,meta:br/062501355150,W2080262981 W2162728940,journal article
12694,meta:br/06140564276,W2080277947 W2044698858,journal article
4592,meta:br/06301811753,W2080332718 W2112865903,journal article
13986,meta:br/061603114308,W2080472597 W2802120996,journal article
10257,meta:br/0690273240,W2080574839 W4236746289,journal article
7170,meta:br/06601735830,W2080586222 W4298571658,journal article
2342,meta:br/062401311059,W2080614878 W11878508,journal article
14134,meta:br/06160450205,W2080741321 W4232235207,journal article
15861,meta:br/06102480890,W2080741360 W2969601712,journal article
3560,meta:br/06250981862,W2080747704 W99352741,journal article
17501,meta:br/06203502201,W2080763851 W4298436473,journal article
4567,meta:br/06301750043,W2080813701 W2094513826,journal article
15893,meta:br/06102483186,W2080957954 W2107899466,journal article
4255,meta:br/06260845094,W2080987515 W3021272485,journal article
4374,meta:br/06301348608,W2081003785 W4230350432,journal article
8612,meta:br/0670546190,W2081065081 W4238833275,journal article
4979,meta:br/06302484693,W2081168140 W2414876542,journal article
1713,meta:br/062301447847,W2081219330 W2016012283,journal article
15287,meta:br/061801060617,W2081260690 W1673644814,journal article
4303,meta:br/0627050774,W2081365368 W4237625801,journal article
15297,meta:br/061801060403,W2081506656 W2162465224,journal article
13198,meta:br/061502168832,W2081538616 W4301014307,journal article
4641,meta:br/06301811757,W2081622419 W2105872035,journal article
4404,meta:br/06301401393,W2081828552 W2152438449,journal article
15425,meta:br/061801143854,W2081854518 W4243401177,journal article
13272,meta:br/061502614916,W2081931825 W4248960592,journal article
17271,meta:br/06202629985,W2081979012 W4241474591,book
3865,meta:br/062602114289,W2082009774 W1492801355,journal article
5573,meta:br/0637019935,W2082020812 W2086371393,journal article
4675,meta:br/06301812212,W2082149821 W2115392327,journal article
14286,meta:br/061701161117,W2082219639 W4256082133,journal article
15066,meta:br/06170820062,W2082221487 W2746121110,journal article
4443,meta:br/06301401387,W2082235323 W2105271979,journal article
15261,meta:br/061801060389,W2082268771 W2139815490,journal article
10788,meta:br/061202141616,W2082299012 W1496045434,journal article
16467,meta:br/061902388741,W2082430209 W2410698132,journal article
6610,meta:br/06501743494,W2082678737 W4301494114,journal article
2084,meta:br/06230355878,W2082799768 W3124539258,journal article
10247,meta:br/06902747804,W2082802175 W2131939071,journal article
5916,meta:br/06402495455,W2082837619 W2983864191,journal article
3886,meta:br/062602114272,W2082874967 W1572354390,journal article
13297,meta:br/0610149500,W2083042679 W148928213,journal article
602,meta:br/062102656734,W2083080208 W4230958264,journal article
5846,meta:br/06402219006,W2083163796 W2788132483,journal article
2826,meta:br/06240835157,W2083353572 W4300633063,journal article
15922,meta:br/06102483308,W2083359751 W1610901432,journal article
1855,meta:br/062302041632,W2083375262 W4230007653,journal article
8755,meta:br/06801599112,W2083469336 W4249318756,journal article
11100,meta:br/061301112384,W2083496107 W2398318911,journal article
9132,meta:br/06802179864,W2083498790 W1859704331,journal article
10859,meta:br/061202803084,W2083655341 W207370343,journal article
8896,meta:br/06801691228,W2083839142 W2014535514,journal article
11887,meta:br/061401495677,W2083988260 W3151543718,journal article
14047,meta:br/06160443907,W2083998680 W320136288,journal article
17503,meta:br/06203525674,W2084030755 W4233444700,journal article
5815,meta:br/06402143516,W2084089228 W2197048080,journal article
772,meta:br/06210813520,W2084093210 W1525982767,journal article
7013,meta:br/061102720048,W2084139311 W100944847,journal article
3632,meta:br/062601520863,W2084191803 W2767099473,journal article
10959,meta:br/06120715507,W2084373635 W4232454641,journal article
3815,meta:br/062602113999,W2084429809 W1535788792,journal article
14362,meta:br/061701760288,W2084440945 W2765903985,journal article
281,meta:br/062101338254,W2084768447 W3125268674,journal article
8437,meta:br/06703838136,W2084820940 W4313172290,journal article
12991,meta:br/061501874421,W2084837632 W3027647531,journal article
8270,meta:br/06702406029,W2084920979 W4240730776,journal article
6077,meta:br/061102216138,W2084926222 W4210531606,book
15442,meta:br/061801395350,W2085142461 W4241598368,journal article
7138,meta:br/06601358971,W2085182496 W4245512031,journal article
5944,meta:br/06402595653,W2085183385 W4301804427,book
3184,meta:br/062501432328,W2085207334 W3188257667,journal article
10741,meta:br/061202037292,W2085277950 W4245157669,journal article
13475,meta:br/061601225134,W2085371380 W3021124900,journal article
649,meta:br/062103276169,W2085375471 W4231489337,journal article
2798,meta:br/06240698521,W2085451126 W4214837505,journal article
16067,meta:br/0618053052,W2085457654 W4301460942,book
638,meta:br/062103084626,W2085535816 W3022587661,journal article
4676,meta:br/06301812218,W2085541771 W2112846452,journal article
5102,meta:br/0630264332,W2085618657 W4232949884,journal article
1237,meta:br/062203088104,W2085630825 W2610575902,journal article
6445,meta:br/0640924827,W2085860140 W4249075598,journal article
12715,meta:br/06140795252,W2085946662 W4253168199,journal article
4330,meta:br/06301013387,W2085956100 W2618328805,journal article
2824,meta:br/06240824437,W2085974733 W4241016193,journal article
10242,meta:br/06902724629,W2086158060 W4214973402,journal article
14267,meta:br/061701129414,W2086171954 W4255451992,journal article
3580,meta:br/062601035719,W2086288852 W2101469137,journal article
2909,meta:br/062501217779,W20863065 W3210085110,journal article
10070,meta:br/0690182516,W2086483799 W2002287054,journal article
10496,meta:br/061201506494,W2086573182 W2765595955,journal article
13223,meta:br/061502202856,W2086626880 W4249217681,journal article
3669,meta:br/062601750816,W2086650379 W4300615833,journal article
3682,meta:br/062601750942,W2086681377 W4302114849,journal article
12721,meta:br/06140890865,W2086803868 W4249588158,journal article
12037,meta:br/061402106044,W2086809028 W4246675815,journal article
4407,meta:br/06301401491,W2086831436 W1610909592,journal article
9121,meta:br/06802179414,W2086985303 W1949157278,journal article
4093,meta:br/062602859971,W2087210228 W4298373351,journal article
13225,meta:br/061502203271,W2087389360 W4237194202,journal article
11089,meta:br/061301014131,W2087396394 W4254492340,journal article
3463,meta:br/06250338694,W2087436971 W2122971009,journal article
32,meta:br/060105,W2087528562 W4252759912,reference book
10014,meta:br/0690177641,W2087549698 W4250517360,journal article
13761,meta:br/061602110755,W2087699790 W3152237325,journal article
9665,meta:br/06803504937,W2087717588 W4211156786,journal article
802,meta:br/062201105252,W2087773012 W4256155897,journal article
14529,meta:br/06170348681,W2087830290 W1569193465,journal article
16490,meta:br/061902585320,W2087876871 W1991470703,journal article
16012,meta:br/06102493844,W2087949568 W2014005073,journal article
5584,meta:br/0639027679,W2088015874 W4242870814,journal article
3021,meta:br/0610969544,W2088086103 W1491870577,journal article
16499,meta:br/061902658436,W2088117950 W4211069298,journal article
10872,meta:br/06120326790,W2088134670 W3158820774,journal article
567,meta:br/062102241121,W2088144834 W2252201566,book
7923,meta:br/0660966111,W2088214162 W4232023745,journal article
15321,meta:br/061801060158,W2088249004 W1668861523,journal article
15900,meta:br/06102483229,W2088265614 W3207327302,journal article
6477,meta:br/0647037262,W2088289324 W4213202888,journal article
15936,meta:br/06102483333,W2088447727 W1926648487,journal article
9124,meta:br/06802179635,W2088562155 W1632746648,journal article
11685,meta:br/06130450796,W2088738718 W4248828469,journal article
10529,meta:br/061201865587,W2088799545 W1481134541,journal article
10068,meta:br/06901878613,W2089035513 W3047916294,journal article
6590,meta:br/06501542982,W2089230150 W4230429410,journal article
15909,meta:br/06102483122,W2089334124 W1575729536,journal article
15171,meta:br/06170832971,W2089342469 W1502066117,journal article
8637,meta:br/0670646348,W2089343313 W3137878712,journal article
12860,meta:br/061501791755,W2089377155 W4240863289,journal article
13432,meta:br/061601088208,W2089631219 W4300535788,journal article
3885,meta:br/062602114011,W2089884697 W1559935804,journal article
2063,meta:br/062303119309,W2089925043 W3132523877,journal article
4708,meta:br/06301812036,W2089995096 W2117255240,journal article
7798,meta:br/06603473730,W2090320893 W4212857832,journal article
11319,meta:br/061302018928,W2090392984 W1627480495,journal article
12785,meta:br/061501376115,W2090533391 W4248458099,journal article
15370,meta:br/061801060248,W2090540251 W2143454665,journal article
14528,meta:br/06170348339,W2090595449 W4300842825,journal article
4431,meta:br/06301401497,W2090756914 W2166609592,journal article
15958,meta:br/06180452793,W2090757437 W4238305659,journal article
6569,meta:br/06501404586,W2090873295 W3199355319,journal article
